                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8455,                 4.3807,                 3.7239,                0.73593,                0.06584,                0.03024,                0.01031,                 2.6663,                 4.7887,                 3.6385,             0.00023751,             0.00023751,             0.00023751
